id,label,tweet,isVulgar,isNonAscii
1982,0,Special App For valentine >> ?mt=8 … photography nowplaying daughter poem valentineapp iphone любовь 411,0,1
1985,0,That kid by the window. instagood tbt photooftheday instamood iphonesia iphone…,0,1
1992,0,Beauty Shopping AliUSAExpress iPhone ios app Xiaomi Redmi 3S Dual SIM LTE – 16GB Factory Unlocked S...,0,1
1994,0,upgraded iphone6 iphone upgrade phone new technology earlypresent christmas xmas…,0,1
1997,0,Hunt — Steemit @foxkoit/hunt … hunt garden new life home story blog photo photos photography image images wow sony sonylens sonyphoto sonyphotography sonyphotos follow nature A,0,1
2002,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain iphone sougofollow ö/[t,0,1
2005,0,I had a bad day...but I feel better now! iphone 6s apple newphone rosegold sexy…,1,1
2007,0,It's a great day for HOCKEY LETS GO bruins !!! sky apple iphone4s igers…,0,1
2013,0,Could Someone Unseat Sen. Chuck… news photography fashion health fail tech ipad iphone funny lol,0,1
2014,0,horses dee mullen mouth apple scent space age polymer -mouth-shaped-mullen-king-dee-bit.html … Happy Mouth - Shaped Mullen King Dee Bit,0,1
2017,0,Headphones on with BrigadaBeats​​ in the background writing the pain away. LifeMusic Chardonnay Iphone Pain Music & Life,0,1
2018,0,Waiting for my gram. Boredddddd.. TheWalkingDead waiting bored iphone teamiphone iphone5 …,0,1
2024,1,People won't pay ₹18000 for shit. offers so much better phones in the same price range. VIVOSucks.,0,1
2026,0,➊ FOLLOWTRICK ➋ RETWEET ➌ FOLLOW ALL WHO RT ➍ FOLLOWBACK ➎ GAIN TODAY iphone sougofollow £86l,0,1
2027,0,"The Prophet as a Husband . iphone : android : kindle Book March 18, 2017 at 1…",0,1
2028,0,Awesome video made on iPhone 6 ?v=ZUDGG4Z-WIQ … iphone ios video amazing travel europe edge landscape history couple pic.twitter.com/GYgA3DkJpp,0,1
2030,1,Samsung Galaxy Note 7 Blast Official Samsung Report -samsung-galaxy-note-7-blast … samsung note7 samsungphoneblast samsungmobilepic.twitter.com/kr5ztS7pzV,0,1
2034,0,Yay now they match! sexy superman marvel earphone phonecase iphone classic…,0,1
2043,0,The new toy.... the new baby.... laptop tablet sony vaio amazing picture seattle…,0,1
2047,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain ff iphone sougofollow ö1£v,0,1
2053,0,beautiful sunset at the bunakenchacha the sun going down iphone nature natgeo…,0,1
2055,0,Just our Narsis Face lol iphone iphonesia iphoneonly iphonography cartoon fashionstyle…,0,1
2057,0,"My Photo ""Joy Rich"" -rich-by-chaz-wright?utm_medium=twitter&utm_campaign=nativeshare&utm_content=web&utm_source=500px … japan japanese blackandwhite monochrome streetphotography laughing sonya7s sony",0,1
2059,0,18 years old papa. samsung live laugh life filchi chinese instago instahub…,0,1
2071,0,Like and Share if you want this iPhone Food Pattern Case iphone s ... .php/product/for-iphone-7-6-6s-5-5s-se-6s-plus-7-plus-phone-case-cover-rainbow-color-food-hamburger-donuts-macaron-pattern-fundas-cover/ …pic.twitter.com/akHfWnSArb,0,1
2072,0,Rose party rose music goodvibes samsung sony sonybrasil canon canonbr…,0,1
2078,0,Love is in the air couple uk birmingham chinatown igdaily igers iphone iphonesnapshot…,0,1
2080,0,[$2.30] Funny Emoji House Slippers! -emoji-house-slippers-1845 … aliexpress cheap shopping deal sale deals offer amazing emoji funny blessed slipperday2018 house laugh lol life apple girl fun time movie heart face emojis,0,1
2081,0,MORNING // them pretty girly pink iphone gold rose ysl lifestyle…,0,1
2083,0,Ieiiiii and my new toy just arrived iphone X newtoy iphonex newphone newphone ieiii…,0,1
2096,0,Off to school mine apple water bfast goodvibes girl kid fun smile instashot…,0,1
2097,0,Benghazi Victim’s Widow BLASTS… news photography fashion health fail tech ipad iphone funny lol,0,1
2101,0,Home to fairies -smiling-mushroom?asc=t … via fungi pun funny cute adorable cartoon emoji painting illustration drawing redbubble shirt phonecase galaxy samsung android iphone laptopcase pillow bag totebag decor stickers notebook journal,0,1
2104,0,I love playing the guitar explore enjoylife friends party 90s nofilter iphone…,0,1
2110,0,new year 2014 cheerful fun smile sweet couple S&M sony maya black party new day..…,0,1
2111,0,Love my new iPhone case minion mickey fun 4s funda lopeta lomás bestcaseever,0,1
2112,0,High way cafe...... shoutouts indian malayali fun tbt tbs tagging photography iphone…,0,1
2113,0,Romantic Night kent sky romantic beauty clouds colour exotic iphone igers nature…,0,1
2114,0,"The Prophet as a Husband . iphone : android : kindle Book February 24, 2017 a…",0,1
2116,1,I LoveApple but the terrible latest iOS update pushes me to . Losing signal constanstly -signal-loss-no-service-problem-in-iphone/ …,0,1
2118,0,Birthday Cake!!! apple birthday wish julieday sweet healthy meow green…,0,1
2133,0,Apple is Totally Changing the International Data Roaming Game what are you waiting for? -sim-cards-data-roaming?adbpr=16211434&xid=social_20150704_48629396&adbid=617295056236490752&adbpl=tw …,0,1
2135,0,Garden — Steemit @foxkoit/2mh8bn-garden … garden story try new blog life photo photos photography lens image images sony sonylens sonyphoto sonyphotos sonyphotography photofeed feed cool like look home green small follow colorchallenge color A,0,1
2141,0,Game of Skate!!! ^^ ferias relax descanso skate2 ps3 sony ehnois tamujunto house home…,0,1
2143,0,sualtı Summer 2014 bodrum sony Xperia Z Royal Panecea Hotel Gumbet -F/,0,1
2144,0,"You, me and the intruder smile grounghog brussels bruxelles belgium pic iphone…",0,1
2145,0,Is My Birthday 1año cat cateyes glasses cool baby sony ilovemycat,0,1
2160,0,Concept art: the iPhone 4G: Who doesn’t a good concept piece? Spaziocellulare forum…,0,1
2179,0,Even though im in a bad mood im still smiling as well its bedtime :) sleepy bedtime samsung…,1,1
2180,0,"Dear iPhone, we used to know each others for a long time but…my new friend is OnePlus ! itrocks",0,1
2184,0,Big Ben london#instagood instagram iphone feluma vip cool couture fun fashion life …,0,1
2185,0,Street Fighter IV Arena - -street-fighter-iv-arena-pobedi-besstrashnyh-protivnikov.html … Андроид Android Games News IOS Apple iPhone,0,1
2186,0,Now Available - Luxury Military H.... Check it out here - -military-hybrid-kickstand-case-for-iphone?utm_campaign=social_autopilot&utm_source=tweet&utm_medium=tweet … iPhone case music discount,0,1
2187,0,Relax - - me gopro instago car drive test top gamer playstation4 psn sony monster porsche needles followme samsung hp hdr play playstation4pro full epic… ?utm_source=ig_twitter_share&igshid=umn6nfw18llf …,0,1
2188,0,Smoking smoking portrait shoot shooting tfp tfpmodel tfpshooting model modeln camera kamera fun fotografie photography fotograf photograph hobby fotoshooting photoshooting sony sonyalpha sonya6500 KaiEdel artofportr… pic.twitter.com/vmzUaiFYkm,0,1
2190,0,Family love family friends beauty fun cuties iphone iphoneisa foreveryoung hookahbar…,0,1
2192,0,TV Review: Cameron Crowe’s ‘Roadies’ news photography fashion health fail tech ipad iphone funny lol,0,1
2195,0,You are humming while you’re walkin ... when a microscopic stone chip stops everything !!! I these joyful moments spent with my daughter & proud dad haveaniceday shotoniphone iphonex pic.twitter.com/Jlh0AgyeA2,0,1
2197,0,i eu :D family friends hot galaxy samsung beautifuls s…,0,1
2199,0,Oh hello there. selfie vancouver instadaily instacute samsung smile blackandwhite…,0,1
2207,0,➊ FOLLOWTRICK ➋ RETWEET ➌ FOLLOW ALL WHO RT ➍ FOLLOWBACK ➎ GAIN TODAY iphone sougofollow }=£-,0,1
2215,0,Selfies vocation newyear trip thailand khaoko a6000 ILCE6000 sony vsco snapspeed…,0,1
2216,0,I’m on iTunes apple im sure I made it no Ok I’m though,0,1
2217,0,"Dogswell Veggie Life Hips Chicken & Apple Treats for Adult Dogs, 5-Ounce…",0,1
2219,0,I'm just sayin men crazy iphone galaxy6 instamood kiss instalove instagood… -/,0,1
2223,0,Thx for today... . . . . mangrove holiday selfie seru sony xperiac3 freeday friday [pic] —,0,1
2224,0,"dessert is served , apple crisp dessert whipcream yum chef sweet foodporn food …",0,1
2228,0,Clinton N Word Scandal! Bill’s… news photography fashion health fail tech ipad iphone funny lol,0,1
2233,1,megansum93 being social able ignore hateyou iphone cafenero picture lol megan whatisearth…,0,1
2237,0,Godmorgen alle sammen :) dk Danmark morning work trafic longday tilbehør iphone samsung coming soon :),0,1
2238,1,you suck big time!! It’s incredible! You buy an expensive iPhone! Then comes the new one and updates!! And suddenly it’s starts to fail!! Apple GalaxyS8 gonna buy,0,1
2242,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain iphone sougofollow g€{n,0,1
2247,0,With the sun I look better!! XD sunny sun soonsummer guy blue street instagram samsung…,0,1
2250,0,Roast apple *-* so tasty! apple roastapple #baked icecream instafood food…,0,1
2260,0,Purple. samsung live laugh life instago instahub instadaily instamood instafood…,0,1
2263,0,Regrann from - dmforcredits drones uav uas dronegear beautiful Aerial plane instagood dronelife india diet dji pixhawk technosys dhruv multicopter me quadcopter phantom oneplus fpv india usa dronefly copter…,0,1
2264,0,O O T D ootd lifestyle l4l f4f me selfie iphonex me picoftheday vsco vscocam beauty beautiful like4like follow4follow followme instagay instagood… ?utm_source=ig_twitter_share&igshid=1rzt3attv1845 …,0,1
2268,0,Dancing and Drama like kiss iphone Insthgram followme 20like boy gril drama. …,0,1
2269,0,Tomorrow's outfit outfit ootd sweater Simpson jeans shoes holographic iphone watch…,0,1
2271,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain iphone sougofollow q€=0,0,1
2272,0,Hard Plastic Shaw... and much more at Zeta Supplies. Click the link - -plastic-shawn-mendes-case-for-iphone-1?utm_campaign=social_autopilot&utm_source=tweet&utm_medium=tweet … iPhone discount case,0,1
2273,0,Chilling in my Spyro onesie God i love it!! spyroonesie onesie sony cosplay …,0,1
2274,0,Love my new Samsung earphones♡ . . . . . . . . . .... . . . ... smile …,0,1
2276,0,Our Lounge is almost complete grey teal ikea dfs sony habitat instalove Four…,0,1
2282,0,Cute little work area iMac MacBook Apple work workarea mac flowers desk cute …,0,1
2285,0,Cover peeper ksa kuw kuwait q8 qatar us uae usa iphone apple sale sfssale fun…,0,1
2289,0,My new Baby!!! samsung samsunggalaxys6edge gold mobile excited iloveit sobeautiful…,0,1
2300,0,"Going to work, BH 39°C! iphonesia, iphone, instagood, instagram, photooftheday, tweegram, ,… -UonPm7/",0,1
2302,0,Hi baby. 19042013 new apple iphone iphone5 black yayness teamapple finally baby…,0,1
2306,0,"Sir, Please Visit my all fiverr profile. it is helpful my profile Thanks. shopify news sports health trump USA Russi Food iphone android ...................... …",0,1
2310,0,Forward the light sweden malmö igdaily iphone bestof instamood instagram instagood instagraphy l,0,1
2311,0,Early Birthday Gift thanks natmiaa_ virgo twins apple applewatch smiles ?utm_source=ig_twitter_share&igshid=xc3eda8ouqrx …,0,1
2313,0,30% off! code: FINDGIFTS30 Desi couture! -desi-couture?asc=t&p=t-shirt … via redbubble iphonecases iphone Bollywood tshirt,0,1
2314,0,dope notification to my iPhone s/o my soulie __r are_breed__ weirdogangbang n2lbeesh …,0,1
2316,0,What do you want??? life pet doggie dog shihtzu sweet apple food excited…,0,1
2319,0,"Happy 60th Birthday to the Awesome, Pain in the butt, crazy, wonderful, beautiful, silly, Best Mother ever. Happy Birthday Mother. I Love You!!! (New iPad, downloads she’s loyal) birthday mom apple pic.twitter.com/SalFBJQwka",0,1
2321,0,I'm loving my new app.....lol....this where it's at....lol....#real app me iphone fun funny…,0,1
2323,0,Happy birthday to me. sonystudios sony film movie hbd birthday birthday …,0,1
2326,0,Morning stroll with my girls familyfirst shanghai nofilter iphone Tomson Pudong Golf…,0,1
2328,0,me girl Brazil life photo face happiness GalaxyS3 samsung friday ana good…,0,1
2330,0,Sun is shining and so are you off to Amsterdam edm music meeting sony smile … -3hD0hj-jK/,0,1
2336,0,"While listening, playing Hungry Shark Evolution... hahah.. IPhone music ?? — listening to How You Get the Girl",0,1
2337,0,Five injured in head-on crash in… news photography fashion health fail tech ipad iphone funny lol,0,1
2338,0,Your Apple Watch can now tell if you’re or sad from how you speak to it! -case-you-dont-know/ …pic.twitter.com/YNkcvWVbAZ,0,1
2341,0,Ma bday month is off to a LOUD start \o/ december newphone samsung galaxy s4 mini …,0,1
2342,0,Turnin up with Flex Dj Producing Music Ratpack ABE Gold Apple Mac…,0,1
2347,0,"Forget Urban, go Work. boy smile work life sony very xadrez white day gep…",0,1
2349,0,Amazing beautiful picoftheday instadaily capture moment movile phone samsung yeiglez…,0,1
2353,0,Your latest Smart Home News -smart-home-voice-control/66248 … smarthome amazon AmazonAlexa google googlehome HomeDecor home iphone news,0,1
2360,0,Old school iphonesia iphone instagood instagram photooftheday tweegram iphoneonly igers…,0,1
2367,0,Live Happily ever after flower smile tile pen colorful xperia sony xa1 …,0,1
2372,0,Green life — Steemit @foxkoit/green-life … green life art artphotography nature naturephotos naturelife green greenlife story blog photo photos photography sony sonylens sonyphoto sonyphotography sonyimages photofeed feed follow top cool,0,1
2373,0,ChristianPickupLines IPhone iPAD iOS nature … … #GoCougs utpol 90s R&B Jagged Edge Dru Hill,0,1
2375,0,With Loving myself picoftheday me2day selca selfie iphone hendrizious…,0,1
2377,0,Five Note 8 Features You Should Know and Master samsung android google note8 galaxynote smartphones mobile tech info trend gadget features helpful useful education howto hidden productivity efficiency -note-8-features-you-should-know-and-master/ …pic.twitter.com/6X9PYwkYoW,0,1
2385,0,The beast have arrived..... allsmiles oneplus oneplustwo redbeast unboxing … -yLfE/,0,1
2387,0,tbt to Greece . . . . . . travel travelblogger travelphotography tourist greece santorini photooftheday picoftheday iphonex sea sky girl summer hot sun family … ?utm_source=ig_twitter_share&igshid=199w9zl46rrt …,0,1
2388,0,mum upgrading from samsung pink mobile to samsung note2 pink ^^ oyeeee awesome upgrade…,0,1
2391,0,Current stock new lenovo samsung note2 #S650 white black competiton excited duos… -hBHqN/,0,1
2393,0,"Bought the wireless stereo headset wh-ch500 from sony, they rocks! music rock paradise realmusic heaven instagood relax time living sogood worksgood sounds… ?utm_source=ig_twitter_share&igshid=1k4l9mo9oj61t …",0,1
2398,0,Cave vocation newyear trip thailand khaoko a6000 ILCE6000 sony vsco snapspeed…,0,1
2402,0,Too funny! XD MHP3rd MonsterHunterPortable3rd cat mining big reward Sony PSVita Sunday…,0,1
2414,0,shooting. setlife film work englishclub mortimer sony fs700 gopro shoot shooting… -KkqLrHjwK/,0,1
2423,0,InstaPic by mimmo.al: Mar 2016 sony rx100 beautiful amazing photooftheday nature wild tweegr…pic.twitter.com/S1Fpsq52TF,0,1
2426,0,Register now on our website for the early access to our app: . . register website sexualhealth sexuality happiness app apple ios earlyaccess world… ?utm_source=ig_twitter_share&igshid=1kdi5e6e5wp0o …,0,1
2427,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain iphone sougofollow %laö,0,1
2430,0,NEW VIDEO!!!! ?v=pMlgVMwceWA&t=25s … iphone iphonex iphone8 yay YouTuber beauty guru beautyguru makeup,0,1
2431,0,Finnaly got my hands on you!! . . . iphone7plus silver newphone iphone balloon…,0,1
2439,1,"Cheated outa $300. Unacceptable behavior by izone, an apple representative. iPhone customer …",0,1
2441,0,Feeling under the rainbow at sony studio at the heat of the summer day promoting movie…,0,1
2442,0,Photo: Good Morning.. ★☆★ smile awsome beautiful new phone samsung s4 mirror instagollage...,0,1
2451,0,cause i'm so happy!!♬♪# tv smart tv samsung mundial soccermode,0,1
2452,0,RT pgrinteractive: PlayBlackjack Mania Rush Free iPhone RetweetGamers Quickest_Rts slothdev gamedev .i …,0,1
2455,0,My Best Friend my best friend in cilacap miss samsung blackberry indonesia camera360…,0,1
2456,0,Best iPhone wallpaper! bmx angiemarino photo instagram iphone bmxbabes…,0,1
2470,0,Happy Holiday family holidays vacations visitindonesia Waterpark bandung xperia sony … -0_rZRw/,0,1
2471,0,Just made a double crusted apple pie... Yummy Crazy Girl Food Pie Apple Homemade…,0,1
2473,0,Johnny Depp’s Lawyer Alleges Amber… news photography fashion health fail tech ipad iphone funny lol,0,1
2475,0,"Show me some ....bxleex, hmu snapchat photography photographer art summer bored ig iphone…",0,1
2478,0,Scientists: don’t zap your brain… news photography fashion health fail tech ipad iphone funny lol,0,1
2479,0,"We would like to wish you an amazing day! Make every minute count tls today iphone accessories news life April 13, 2016 at 07:0…",0,1
2485,0,Apple iPhone 4S 64GB - Factory Unlocked - by Apple Inc. ?ie=UTF8&tag=richkaya-20&linkCode=shr&camp=213733&creative=393177&creativeASIN=B005YTY38C&ref_=sr_1_13&qid=1321252303&sr=8-13 … wants need men women ladies shop,0,1
2491,0,Check out Apple iPhone 8/7/6S/6 Plus Braided Weave Case Slim Shockproof S$&@*# Black .uk/ulk/itm/323070702835 … iphone8 iphone7 iphone6 apple case cover protect black braided southport cheap deal FreeDelivery liverpool twitter,0,1
2493,0,My boy Omar and I toasting to the good life while celebrating today's news! BeatsByDre Apple …,0,1
2494,0,Selfie because yes yolo workoutfit chai tea music apple break sillouette profile…,0,1
2503,0,Photo: Anime! brazil instagram brazilian photos me webstagram iphone anime otaku mangá...,0,1
2505,0,Breath it .. ny nyc newyork usa timesq travel iphone fashion style sky AbuDhabi ad…,0,1
2506,0,Like and Share if you want this Fast Charger For Iphone iphone sams ... .php/product/pzoz-fast-charger-for-iphone-lighting-cable-original-usb-cabel-for-i6-iphone-6-cable-6s-plus-i5-iphone-5-5s-se-ipad-air-2-ios-10/ …pic.twitter.com/OxAsNF9MTs,0,1
2509,0,meet my iphone : D got him 2 days ago. love him so much carlospena iphone icons rusher…,0,1
2510,0,life friends love instapic cute fuckyou#beer drinking iphonesia iphoneonly apple instamood…,0,1
2514,0,I speculating about the future & warning about the apple iphone iphone8 iphoneX AppleNews @jerryiweinstock/postcard-from-the-future-f6a45b3589c7 …,0,1
2519,0,Boom it’s Chuck Time Everyone tweet twitter rabbitsofinstagram bunniesofinstagram rabbit hop bounce charlie houserabbit bunnylove rabbitsofig shotoniphone apple iphone7plus photography photographer family easter … pic.twitter.com/fv3CnCqMQH,0,1
2525,0,Total Destruction Derby Racing - -total-destruction-derby-racing-razrushayuschiy-gonochnyy-effekt.html … Андроид Android Games News IOS Apple iPhone,0,1
2529,0,How to Pronounce YLLI ↺RT wantyou ylmr mlr that ylod yellowlightofdeath yolo sony,0,1
2543,0,Wheel photography travel Italy Sony a7s film cinematography youtuber photo …,0,1
2546,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain iphone sougofollow ä%f/,0,1
2554,0,Saturday Night Social: The Muppets… news photography fashion health fail tech ipad iphone funny lol,0,1
2555,0,Coldplay Viva La Vida Jacket on AUCTION … s9 S9plus SamsungGalaxyS9 iPhoneX instagood photography photooftheday PhotoOfTheNight beautiful fashion tbt cute followme likeforlike like4like flow follow me picoftheday summer girl,0,1
2562,0,Trial Xtreme 4 - -trial-xtreme-4-pochuvstvuy-adrenalinovoe-bezumie.html … Андроид Android Games News IOS Apple iPhone,0,1
2565,0,My new phone ╮(╯▽╰)╭ Thanks Dad phone new Samsung black,0,1
2570,0,Like and Share if you want this Totem Phone Case for IPhone iphone ... -totem-henna-soft-tpu-phone-case-cover-for-iphone-7-6-6s-5-5s-se-cute-patterns-mobile-phone-bag-cover-for-iphone-7-plus/ …pic.twitter.com/bLeWWK8tiq,0,1
2578,0,"Ok, work almost done for 2day... Now on my way to Apple ( … ) to change my old iPhone 4 into a new one! !",0,1
2579,0,Track of the Day: ‘Ultraviolet… news photography fashion health fail tech ipad iphone funny lol,0,1
2584,0,black friday blackfriday tagforlikes picoftheday freeshipping original tablet free shipping SAMSUNG GALAXY S4 MINI DUOS GT-#I9192 DUAL-SIM 3G UNLOCKED BLACK SMARTPHONE Samsung -/271671935754?roken=cUgayN&soutkn=kqQKMx … via,0,1
2587,0,JAPAN ?v=RcX5ahXbU-M … 音楽 舞踊 SONY 英語 センター試験 RT : New laptop pink breastcancer awareness,0,1
2588,0,The simple things culture boy fishing contentment traveler bali wanderlust iphonex photography North Bali -k/?utm_source=ig_twitter_share&igshid=15aqhn7541auu …,0,1
2589,0,happiness roomie sfuad case original handmade iphone showing off her…,0,1
2595,0,FOLLOWTRICK RETWEET FOLLOW ALL WHO RT FOLLOWBACK GAIN WITH ME FOLLOW iphone sougofollow 3å)ä,0,1
2600,0,** BIG APP NEWS AUGUST 1st ** Healthcare Startup $HLYK Secured $2 Million Private Placement 76 Mill OS - 22 Mill Float - 71% Ownership Follow the company: ?lang=en … inspiration invest ipad iphone $JNJ life lifestyle me mediapic.twitter.com/02pyow4AAg,0,1
2606,0,Your iphone likes to change daily too and smell good case sale follow fashion …,0,1
2611,0,An owner and his dog australianshepherd bordercollie mix iphone iphonesia instagram…,0,1
2614,0,"I think would my NEW Antoine Dodson iPhone App ""Talking Antoine"". Check it out! -antoine.html …",0,1
2615,0,Loreen - Paper Light singer Loreen life diva LoreenPaperLight gostosa iTunes iPhone…,0,1
2617,0,francocovidirector ciak video for Chicco sonyvideo baby in sony Spot…,0,1
2618,0,Funny iphonecase or samsung case Protecteur de iphone ou cellulaire Samsung galaxy -case-iphone-galaxy/products/phone-case-head … instagood photooftheday fashion beautiful graffiti cute tbt like4like followme fashionaddictpic.twitter.com/4Zo474bWcb,0,1
2621,1,“@hannastatkewicz: Well the sound on my phone won't work. Yay. ” you are insane!,0,1
2622,0,NO PARKING wallpaper picture photograph simple samsung friends funy girls good canon…,0,1
2625,0,NOW Turn your dial to WBOK1230AM Listen online or Get the APP iPhone…,0,1
2629,0,Hello everybody :3 instagram followforfollow comentforcoment behappy samsung samsungs4mini music jus…pic.twitter.com/WhCUy1zXW8,0,1
2630,0,Prework Nougat Latte bestoftheday shopping timeout samsung iphone istagood follow…,0,1
2632,0,Year after year. light christmas tree snapshot framegrab setlife film work sony… -t3Zifnj7K/,0,1
2638,0,"We would like to wish you an amazing day! Make every minute count tls today iphone accessories news life August 03, 2017 at 07:…",0,1
2648,0,Who will be first in the queue for this... …,0,1
2651,0,Whilst you Wait iPhone repairs All iPhone screen repair done in 10-20 min call us to get a quote ✯ ✯ bolton iphone samsung manchester phonecase imfixed imfixed_bolton phone phonerepair like4like tbh followme follow me art selfies summer,0,1
2653,0,Bee Brilliant - -bee-brilliant-otyschi-tainstvennye-sokrovischa.html … Андроид Android Games News IOS Apple iPhone,0,1
2655,0,Like and Share if you want this Fast Charger For Iphone iphone sa ... .php/product/pzoz-fast-charger-for-iphone-lighting-cable-original-usb-cabel-for-i6-iphone-6-cable-6s-plus-i5-iphone-5-5s-se-ipad-air-2-ios-10/ …pic.twitter.com/ZepEIhszmu,0,1
2661,0,House of Pirates. hop houseofpirates good swag swag student smile samsung s4 dance…,0,1
2666,0,Santa Claus has come to our town And you what THAT means..! Apple travel … pic.twitter.com/Un2utRWMJC,0,1
2676,0,I have a couple of super kids right now. Samsung Galaxy S2 phones are here. We are loving…,0,1
2678,0,"The Prophet as a Husband . iphone : android : kindle Book April 12, 2017 at 1…",0,1
2679,1,Now I hate apple even more! Saying I won't get charged for my calls yet I have somehow run up a £60 phone bill! iphone apple,0,1
2681,0,R Kelly slates show cancellation over abuse ‘rumours’ – Music News LIVE,0,1
2689,0,Yeay . At last haha got it . speechless samsung noteII TitaniumGrey Yey ThanxMom…,0,1
2690,0,Momas Girl instagram instalove momasgirl pretty myheart daughter mother iphone… -1p/,0,1
2691,0,"Ang tv bow...:)) samsung tv smarttv singapore ofw instapic instagram 32inches Lor 33,…",0,1
2695,0,Lazy Sunday me photo cameraphone selfie sony sonyexperia hdr iso photograph …,0,1
2697,0,Chasing sunsets . . . . . sunset nature street iphone instadaily instagood …,0,1
2699,0,Thanks to samsung for the complimentary Haagendazs icecream~ thankyou dessert …,0,1
2700,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain iphone sougofollow h(uö,0,1
2703,0,AR / Love Blender Sushi Project AugmentedReality AR ARKit iphone sculpture?v=oLWOYvIav6c&feature=share …,0,1
2704,0,That’s what amazes me the most about morocco. Shot on the a7RII using a Sony 16-35mm G-master f2.8 morocco instagood photooftheday picoftheday art amazing nature igers travel photo africa imadethis instatravel instago snapshot 旅行 sony maropic.twitter.com/DsPa6QGeug,0,1
2707,0,Rose gold apple Watch. rosegold apple gift pretty vegas instagood instagram… -nABy/,0,1
2708,0,Wonder. samsung live laugh life wonder instago instahub instagram instadaily…,0,1
2709,0,New phone! So happy newphone Sony z1 Xperia waterproof xerpiaz1 expensive launchday…,0,1
2712,0,Winter is coming Orléans Samsung Cat snow neige fun instagood instamoment… -p5HRnZu7/,0,1
2722,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain iphone sougofollow kö$#,0,1
2731,1,iPhone lead £15 for wire only and it's about an inch long notgood,0,1
2732,0,Kendall Jenner Goes Braless To Show… news photography fashion health fail tech ipad iphone funny lol,0,1
2733,0,New gear! Who's interest in doing work? . . . . Sony A7Rii magic photograph… pic.twitter.com/IDmkwQ1blj,0,1
2734,1,Dumb niggas on PS3 I swear Sony Illuminati this had dying for no reason add me on PSN:…,0,1
2736,0,So this just happened.... sony ps4 thelastofus gaming batmantime tooexcited gamergirl …,0,1
2738,0,Free your mind . . . . . hilltop sony thyself lifeisbeautiful instagood … -/,0,1
2740,0,My new cellphone (Samsung Galaxy Note 4) :3 new Samsung galaxy in_love …,0,1
2744,1,Stuff this u propriety Apple bad suck .uk/news/science-environment-21361204 …,1,1
2749,0,"Post lfts. Good morning, smile&love blog blogger cover iphone movile fashion rabito cute…",0,1
2754,0,Husky so cute husky dog puppy cute loyal grooming samsung note3 samsunggalaxynote3 ig…,0,1
2757,0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain iphone sougofollow %r1å,0,1
2759,0,Mischa Barton Goes Topless In… news photography fashion health fail tech ipad iphone funny lol,0,1
2764,0,Sony a5000 Sony Sonya5000 SonyAlpha New photography Camera NewCamera It…,0,1
2768,0,We played with a flour. my girl sweet fun megaland asian boy girl samsung…,0,1
2769,0,Frank’s Kauai Tropical Paradise Come join me! hawaii Kauai Vacation Travel Photography iPhone sugar Cane,0,1
2772,0,Photo: ¡Momentos felices! Moments Motorola HelloMoto Moto Event M Evento Style Estilo ...,0,1
2773,0,Windows vocation newyear trip thailand khaoko a6000 ILCE6000 sony vsco snapspeed…,0,1
2774,0,>>Always free shipping! __ __ __ __ iphone picoftheday photooftheday instalove instagood instagram instadaily insta instapic instafit shopping… ?utm_source=ig_twitter_share&igshid=1o8ng0ovjadsy …,0,1
2778,0,Emoji Land. power simplicity wow revolution apple a applewatch macbookpro…,0,1
2779,0,So excited my carved case is here! carved carvedcase phone case phonecase iphonex …,0,1
2784,0,Summer sunday morning enjoyeverymoment iphone iphonecover yellowfluo fluo giallofluo …,0,1
2794,0,Top Photo App Available now >> ?mt=8 … fashion usa woman poem valentineday iphone 愛 544,0,1
2797,1,Hey Apple ! You Suck! Spent $1600 to have a power cable last me 1 year and 2 months?…,0,1
2800,0,Honeys vocation newyear trip thailand khaoko a6000 ILCE6000 sony vsco snapspeed…,0,1
2806,0,HOHOHO so board like to hangout for a bit instapost cover single youtuber Bros samsung…,0,1
2811,0,ah dane-se o Detran haha ! Go Work boy sony smile life day summer sun instalike instagram…,0,1
2813,0,Good Morning All — Steemit @foxkoit/4uf4gj-good-morning-all … morning good goodmorning home life sun blue new story blog photo photos photography image images sony sonylens sonyphoto sonyphotography sonyphotos photofeed feed imagefeed top cool look colors,0,1
2815,0,My 2 hearts# italy iphone iphonesia instacool instalike instaproo instaitaly instaplace…,0,1
2818,0,Am like a beach not like a bad beach water sands life wonderful instagr iphone…,1,1
2820,0,S I G H T lenscultureportrait nigeria abuja cool apple mac canon canon5dmarkiii…,0,1
