id,tweet,isVulgar,emoScore
8407,dear iphon digit fuck you your make my digit crash run slow and all my ap are fuck up appl technolog stupid famili,0,0
8408,i do not know what will make me but i know it is not a refriger with ap samsung,0,0
8409,go to charg my phone at the gym sinc all of my charger have broken,0,0
8410,i appreci the free stuff you have given us for having postscript but you are take the piss fuck you nodriveclub nodrm soni,0,0
8411,my love my tattoo blond hair girlfriend kiss boy czech photo iphon eye life,0,1
8412,dj friend of mine had laptop issu last night i told him to plug the digit   digit cord into his phone to play music til i got there but he has a crapl phone no headphon jack he should get a like me problem would ve been solv,0,0
8413,new phone new me do not know how to use this p newphon soni xperia,0,0
8414,got my beauti back samsung s digit white new by ievya,0,0
8415,think of an iphon digit think again the only digit g network on which the iphon digit will work is that of ee,0,0
8416,iphon case come soon check websit cute iger style swag fashion pretti instacol,0,0
8417,this feel when you lose your apstor approv virginity io appl apstor,0,0
8418,we would like to wish you an amaz day make everi minut count tls today iphon accessori news life novemb digit digit at,0,0
8419,readi set listen data is out now newmus friday al wrong releas name strang music proud recordlabel appl spotifi gogleplay,0,0
8420,travel happi wanderlust wander contemporari sawag travel youtub youtub influenc beach manglor karnataka oneplus oneplus digit shotononeplus digit chilout instagod,0,0
8421,digit new year by soni a digit digit os at digit,0,0
8422,i love my job and the peopl i work for with samsung,0,0
8423,alex i love you alexanderskarsgard trueblod eric iphon instagram iphoneon photogram pop,0,0
8424,thank you appl for deletng everyth on my phone when i was just tri to updat my phone rself,0,0
8425,soni is back onlin whoop whoop soni psn psndown ps digit psnup psnetwork playstat playstationetwork,0,0
8426,i am in love samsung samsungalaxi mobiel mobil new nederland hout woud galaxi,0,1
8427,how did my batteri drain to digit when i have been up sinc digit digit am iphon,0,0
8428,iphon does not have very good grammar support huh ahahaha lol,0,0
8429,it would be all kind of awesom if that ap was droidaces,0,0
8430,bad what the fuck i am sit here with the first ipod touch ever,1,0
8431,new phone case thankshelen china sparkl iphon iphoneisa instadaili floral flowers,0,0
8432,love green green natur water photo pictur iphon indonesia sulawesiutara,0,1
8433,once upon a time night light marin drive male   maldiv soni xperiaz digit xperiaz digit moment,0,0
8434,santa is at the appl store just genius d appl advertis santa christma,0,1
8435,godmornin insta iphon instafac instafac instagram dog kiss sun sexi share folow,0,0
8436,mac comput get malici fakeinstal trojan appl iphon hatemac wakeup,0,0
8437,until next thur digit pm who is on your love shop list ask q  s in advanc for next week here download the shopinglist ap for iphon drandrew relationship date datingadvic iphon,0,0
8438,hateapl iphon digit no new design no wireless charg no iri scanner iphon digit plus is too huge no wireless headphon in packag,0,0
8439,new phone iphon digit gold appl newphon me so big thin,0,0
8440,noth realli special about the new iphon they need to take lesson from the android evo failur iphon appl,0,0
8441,ed hardi iphon digit g x snapon love kill digit ed hardi iphon kill snapon,0,0
8442,iphon headphon break alway often within three month pair digit broken appl,0,0
8443,samsung grand doodl case diy samsung grand doodl case blackandwhit,0,0
8444,well i updat my iphon and it s all jack up appl fixit,0,0
8445,feel sorri for samsung was about to cop that joint note digit but got the iphones small but,0,0
8446,laugh in a month i am go to buy a new samsung mobil phone,0,1
8447,phone still at digit percent how did i manag that appl iphon digit,0,0
8448,i use bing on my appl devic it is my way of say capit freedom murica bitcheslovebilg,0,0
8449,first tweet with my brand new macbok space grey appl,0,0
8450,rt brand new stori up at my iphon connect person your own it is free bad romanc,1,0
8451,my phone macbok and ipad are tweke so hard right now skip not load open and random click embarrass,0,0
8452,first time i have an appl after a long time and it tast horribl thestugletoeatfruitsisr,0,0
8453,it s friday actitud boy picoftheday peac iphonex instap instaboy,0,0
8454,the ultim fbi quiz femal friend gratitud ipad iphon blackberri entrepreneur,0,0
8455,feel like cri can not get into my vine vidi or cb channel account on the stupid ap hateapl,0,0
8456,free on ipad iphon kindl for amazon prime dawn girl retwet tech news amread thriller,0,0
8457,current download fortnit for the ps digit gona give it a go and see what the hype is about may return to gtav or i may get lost in fortnit never to return who know lol game playstat digit gamergirl newbi life soni like,0,0
8458,android  s market share is now four time that of appl four time justsayin,0,0
8459,i this jailbreak tool appl iphon ipad ipod io digit,0,0
8460,stupid bad ipad with no flash player will not let me watch onlin stream of unitedc match tonight worstdayev,1,0
8461,my new soni xperia sl yepi androidphotographi soni cellphon gadget favorit peace,0,0
8462,i might be the most happi human being aliv right now iphon digit plus appl igoit iphon digit iphon mylov thanksgod,0,0
8463,luxuri car iphon iphonesia appl tech photoftheday twelveskip instadaili suces,0,0
8464,android war do not bother me any more samsung versus htcone does not matter any more i a extrem being on nokialumia digit,0,0
8465,samsung galaxi s i am impress rate better than the iphon in fact i kick the iphon  s butt,0,0
8466,retwet follow all who rt folowback gain with me rt now iphon sougofolow femal gk digit s,0,0
8467,over digit digit step yesterday and almost digit mile walk exercis workout weightlo health well as seen from my appl watch sync with the with nokia healthmat ap geek quantifiedself thank grate weekend neverstop,0,1
8468,i am so ef happi treatyoself samsung galaxyview sale at bigscren art,0,0
8469,i have been wait for this moment for a long time final appl iphon cool technolog,0,0
8470,i give up with my ipad about readi to reset it do not even care about the pictur or anyth sodon teamandroid,0,0
8471,googl samsung nexus s unlock phoneu s warranti bl   by samsung pop rock pop cultur touchphon,0,0
8472,is such a fuck piec of shit you never give me the song i am look digit i do not want the karaok version appl suck,0,0
8473,i do not think i could complain enough about io digit an any other appl product,0,0
8474,photo new phone case just came in the mail from china helok iphon case china taken with,0,0
8475,dear appl you stupid fuck inadequ piec of shit send me the watch i order digit fuck plus month ago aplewatch,0,0
8476,cheer to that cheer whiskey   alcohol   sunday   winter cold   natur me j j forum igfam iphon,0,0
8477,qualiti time samsung opudepart fun joy bandar jakarta resto sumarecon,0,0
8478,for anyon think of updat to io digit digit do not bother ruinedmyphon nothapi,0,0
8479,and appl want me to spend an extra   digit a month for music no appl,0,0
8480,fall in love with her everi time wifey mylif cute iphon girlfriend beauti,0,0
8481,icloud is the reason that we can t have nice thing where are my digit digit imag,0,0
8482,hello twiterworld summer digit zeland samsung europ brouwershaven grevelingenm,0,0
8483,my cute and oh so gir case for my new ipadair appl happi my appl collect is,0,0
8484,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow x digit,0,0
8485,play with my new toy test a new motorola microcel vodafon lab vodafon villag,0,0
8486,swime pool summer solo jump soni xperiaz digit z digit aliswel grand taner hotel,0,0
8487,photo dinner bqchicken salad appl glutenfr healthi color place lowcarb,0,0
8488,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow   } v,0,0
8489,tri to find a ps digit in stock is like tri to find a turbo man in jingl all the way puthecokiedown ps digit soni psn stock,0,0
8490,dear appl fuckyou for put the ice on the cake did i realli have to go through all that for my free nickton,0,0
8491,appl does not have caus they do not want us to tweet how much they,0,0
8492,new ring iphonex canon canoncamera folowm folow digit folow ring fashion tragedy,0,0
8493,when the digit drop my charger port stop work now my home button is not work i am keep getin minor bad fix appl,1,0
8494,casper ps digit game casper retro ps digit playstat soni picoftheday instadaili smile,0,0
8495,anyon els wana punch word with friend over some dumb updat i have done it twice and it still say i need to updat ugh appl,0,0
8496,oneplus one status deliv oneplus onepluson geek smartphon neversetl,0,0
8497,and appl continu to suck tri to charg my girlfriend well over   digit to fix her mac i can build a better person comput for less than that,0,0
8498,q bore a punch quest game ap appl iphon awesom fun punch quest fight bored,0,0
8499,friday and we love it friday parti weekend htcone iphonecas samsung lgcase,0,1
8500,fun ap for kid readi to laugh out loud | best kid ap kid facemelt pictur iphon talkingcarl,0,0
8501,the end penni dread shocks news photographi fashion health failur tech ipad iphon funni lol,0,0
8502,realli should move my iphon off my bed its annoy me that its fuck appl,0,0
8503,samsung your updat yesterday has mess my cell up thank samsungsuck,0,0
8504,you can not use this version of the applic vmware fusion with this version of os x great appl,0,0
8505,happi wakesurf babe wakesurfgirl superwet vinkeven vinkevenseplasen nautiqu wakeboarden liquidforc liquidforcenederland redbuln gopro redbul samsung,0,0
8506,whatev the juri say iphon   appl samsung with its galaxi seri is the realth screwapl apl,0,0
8507,tri it on the other side hair iphon iger lastminut lastcal igers,0,0
8508,so happi with note digit after the factori reset note digit samsung galaxi,0,0
8509,juli digit in festiv enjoy marshmallow appl candi pink yellow red,0,0
8510,io digit i have an iphon digit what about me it is so unfair that only peopl with latest cellphon are allow to have it appl,0,0
8511,my old   exact digit soni playstat box artwork prior analog stick orgin model sold my segasaturn   purchas my ps digit i turn digit year in novemb   very kid peace,0,0
8512,new phone laugh     phone soni xperia z digit yea nomoreiphon,0,0
8513,fotor fotorap okapi fun funday event soni cr digit veas randburg sport complex,0,0
8514,my new s digit case samsung android phone new case animalprint asian cute iger,0,0
8515,can not agre more that is why i am still program in basic rt my htc phone   iphon suck,0,0
8516,i am minor inconvenienc but they are take care of it and me that is the absolut best you can ask for thank appl,0,0
8517,sell what you want from wherev you want download the ap anyplac anyloc time sale success store locat mobilap ap ap io time share life technolog partner news iphon,0,0
8518,hey iphon lover new one in sept i hear the tent outsid the store have alreadi start hahaha,0,0
8519,look what i treat myself to   ps digit gamecontrol girlgam gamersunit game new digitalnomad ftw gamer soni,0,1
8520,best onlin sale reput great custom servic samsung tv yay,0,0
8521,yay he has a friend now lol minion favorit cute elo buddi iphon covers,0,0
8522,kid why the platypus does not sing get it for iphon ipad,0,0
8523,night with sam young instagram instagod statigram twegram iphonesia iphone,0,1
8524,you know when you have not got to be up earli for work so a quick sesh on gtaonlin turn into digit hour erm yeah that gtav game soni ps digit playstat gamergirl sesh wheredidthetimego like,0,0
8525,sunset one minut ago samsung europ sunset zeland dezekust buienradar weronlin stormhour,0,0
8526,it is go to take me fuck year to get back all the song on my new ipod,0,0
8527,soni x oli bear toy toy bear taiwan soni,0,0
8528,yay here they are let us see if they are worth the money airpod appl,0,0
8529,takida is digit month today dog funni sweden photoftheday photo iphon,0,0
8530,window digit then io digit sound like they are tri to play catch up crapl teamwindowsphon,0,0
8531,free on ipad iphon kindl for amazon ku and prime stori untold retwet nowplay break,0,0
8532,confus instagod i do not know random iphon iphoneographi white black quot forev ig itsmarrox,0,0
8533,we would like to wish you an amaz day make everi minut count tls today iphon accessori news life august digit digit at digit digit am,0,0
8534,got an earli birthday present today d new phone birthday to me galaxi digit samsung,0,1
8535,my omelet is happi today face smile smili egg breakfast morn note digit samsung android,0,0
8536,bad star war knight of the old republ is now on the ipad guess who is life just got a whole lot better starwar game appl,1,0
8537,on tv during samsung launch two day ago   jes hotel work blue samsung technolog tv,0,1
8538,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow e digit,0,0
8539,offici a samsung employe proud kick wrong awesom igadict iger instadaily,0,0
8540,how the iphon revolution our live iphon appl tech technolog evolut,0,0
8541,as far as i am concern say anyth is the best appl item is like say it is the best form of herp,0,0
8542,i am in love with my new camera camera christma christmaspres samsung,0,1
8543,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow e digit,0,0
8544,fact  you would your iphon more if you had luka rosi  s ap music lukasrosi follow,0,0
8545,who know the best way to back up a mac appl,0,0
8546,life got samsung s digit galaxi camera   appl ipad kuantan pahang,0,0
8547,yay guess who get a crapload of free advertis today no not torch igloo yes that lame compani that is not an orang,0,0
8548,no one save us but ourselves no one can and no one may we ourselves must walk the path buddha buddha quot me monday motiv blogger bestoftheday pretti amaz video watchm fashion beauti samsung at glendal galleria,0,0
8549,do not understand the point of get a sim for a ipad when you can not download or watch anyth without wifi,0,0
8550,must watch movi are i p steve job appl forev forlif iphon ipad ipod imac,0,0
8551,yeah i can not do it i am go to buy a macbok pro in decemb time to save some money appl appl macbokpro,0,0
8552,wah miss prom prom digit takemeback pier chelsea citi iphon iphoneon iph,0,0
8553,iphon x why you should not buy real brah appl via,0,0
8554,where does this ipad save attach to email when i save them i can not find it and googl is worthless,0,0
8555,anoth shot from the pier with my iphon iphon instahot life like fun florida warm citi   fol,0,0
8556,this phone a bad piec of shit appl can a dick,1,0
8557,all day tri to solv these error on my mac noth work piss off tomorrow will be spent reinstal everyth,0,0
8558,love bw edit pictur wow iphon iphoneographi photo oldcamera unreleasedap photographi,0,0
8559,aagh stephen you had your chanc ta get rid of appl   you blew it my heart goe out to yes,0,0
8560,look what i got ah appl ipad excit yolo white ymcmb apledaft instadaft inst,0,1
8561,get all your iphon accessori here case data cabl power headphon more appl iphon southport liverpool thursday,0,0
8562,final i have a new fuck phone and i it samsung,0,0
8563,my old   exact digit soni playstat box artwork prior analog stick orgin model sold my segasaturn   purchas my ps digit i turn digit year in novemb   very kid peace,0,0
8564,i walk into appl with appoint   sort digit y o ladi walk in without appoint   they treat her like shit aplesolihul,0,0
8565,tri to fix phone by doing a restor and in doing so manag to wipe all my ap data includ pic and msgs gute gretin  ,0,0
8566,tswift got this new song releas tonight too bad its only on itun hello again,0,0
8567,summer is back in germani germani today iphon sun summer instagram instagod instamod,0,0
8568,do not get hack fuckyou soni   boi do not blame twitter   user blame your exec   your secur theinterview,0,0
8569,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow o,0,0
8570,digit bn dollar is the chariti work done by samsung take it and shut the fuck up samsung,0,0
8571,man my fucken sound does not fucken work for my iphon appl,0,0
8572,happi in holland   samsung zeland nordz perri duvel felgod brouwersdam,0,1
8573,no one has warn me during my shop hvae given my turkish passport to buy i want phone repair support,0,0
8574,gulp rhyme with pulp sculpt check out rhyme for iphon,0,0
8575,did not think it was possibl but i have just fallen in love with my iphon all over again c digit ok iphon,0,0
8576,would love to instagram but my ipod is broken after only digit year of use appl product failur tech failur dontbuyapl they,0,0
8577,beach oceanmedalion oceanoptim oceanwav ocean digit oceanwav natur iphon ipad io,0,0
8578,bad iphon digit batteri and fulli charg digit hour ago me think my salt rub updat will end short oktoberfest,1,0
8579,got it xd feel so smart phone samsung galaxi s digit samsunggalaxi digit,0,1
8580,crap seem i am gona lose all of latest video so i can be abl to save the new one gr appl,0,0
8581,my phone and my friend  s phone kiss each other they are in love iphon mickeymous phone,0,0
8582,thought i can not wait for the next iphon legitim swag appl,0,0
8583,accessari ok let go gym soni nike garmin fit dome,0,0
8584,i have digit dell person comput digit dell laptop digit hp netbok   digit android phone dell   htc no appl product oh a digit st gen ipod sorri,0,0
8585,got my phone case final iphonesia iphon digit skull flower phonecas sodop aple,0,0
8586,flag photo frame android ap unitedst cute color iger iphoneon guitarplay iphon,0,0
8587,everytim i order an appl product i want to punch the seller in the face right after i punch myself in the face,0,0
8588,ye has final arriv   cover iphon chanel twegram photoftheday me instamod,0,0
8589,mjfam boycott aeg soni fakemjest they kill him and get away with murder aeg,0,0
8590,my pie is gone just like that smh lol outofher thanksgiv thanksgiv mypi appl pie,0,0
8591,my awesom blog blog blog awesom cool funni fun amaz blogger youtub googl what appl super,0,0
8592,iphon ap video review pix n love rush | iphon ap video review pixn rush,0,0
8593,ice cream run cute summer instadict mylif iphon famili memori stacit brother cuti,0,1
8594,there is no such person as an appl geek it is call an appl freak aplefreak notaplegek,0,0
8595,why oh why sadfac at atproblem data interwebz instagram instagram boo nolimit soni,0,0
8596,my photo digit   digit   digit ^^ photograph kak top decemb jump soni shot likeforlik me,0,1
8597,quadricep rhyme with rep skep prep step niepc stepp use rhyme for iphon,0,0
8598,sos thankgod for my iphon flashlight ap appl nopow sandi sandyproblem h c digit block,0,0
8599,i am sit at gc store wait for my digit pm appoint for faulti batteri and the staff cancel my apt appl,0,0
8600,appl minut are at least digit longer than normal minut bastardupd,0,0
8601,webe up my new phone now it is truli mine kilakil samsung,0,0
8602,saturday retwet ipad iphon teamfolowback edm hous trap plur ultra edc,0,0
8603,this is the best day ever e digit girlin digit ps digit soni,0,0
8604,the only way my batteri does not die in digit hour is if all the bright is down appl,0,0
8605,i am in love famili tree climb model instakid smile sundayfunday aple,0,0
8606,can you guess which is mine starbuck iphon awesom amaz halfof felinggod mothersday n,0,0
8607,stupid pencil liner i forgot my eyelin brush iphon smoke digit s appl instan cloud digit,0,0
8608,get a grip on your phone shop popsocket popsocket getagrip iphon samsung vivo agn fuelyourfir agneadventur india sale fifaworldcup fifaworldcup digit music holiday franc argentina,0,0
8609,my mom text     shesthebest text iphon emoji beyonc beyhiv,0,0
8610,folowtrick retwet follow all who rt folowback gain today iphon sougofolow digit g,0,0
8611,updat my ipad   now i am lock out digit digit minut say i have digit go to the store upgrad appl upgrad,0,0
8612,i want to chang my pictur but can not unl i go on my laptop bad iphon appl,1,0
8613,anyon know of a good interfac to itun so i can grab all my old music and add it to my new comput and link iphon,0,0
8614,i hate aple  just spent digit minut on tey to updat my ipod and it did not even work  mad toconfus,0,0
8615,work at home too mani window a second screen work great work appl samsung,0,1
8616,to enjoy a beauti sunset on today even bicyclerid iphonex,0,0
8617,digit pcs exquisit squishi random charm in iphon strap toy decor free shop style sale today,0,0
8618,fuckyou appl forc me to updat to digit digit digit and wifi work so fuck weak it even disconnect halfway,0,0
8619,top photo ap avail now digit photographi girl iphon digit s quot iphon valentin digit,0,0
8620,peacep music freedom religion hiphop randb soul soni peac saniti what keps,0,0
8621,beanpol rhyme with vole soul role roll pole poll appli rhyme for iphon,0,0
8622,photo suck you iphon iphoneasia iphon digit iphon digit s iphon digit appl taken with instagram at,0,0
8623,hananachmad me husband kiss miss alway forev home samsung android iphone,0,0
8624,bad yes i had to buy it orgasm drink fit yum bad hyfr honda iphon causeican funni what,1,0
8625,numbers adict iphon ipad it rate digit   digit msj digit tri it for free love this game it is so addict,0,0
8626,i should not have to delet all my bad to get io digit i should not have to have digit ap and digit pictur for that bull shit appl,1,0
8627,swear i hate my iphon charger feel like i am put my cord in everi kind of posit there is in order digit it to charg appl,0,0
8628,digit digit kiss me run   digit digit step   digit minut run   digit calori   run   get fit   samsung   s health fit ap   gps map of run  ,0,0
8629,new toy ipod io appl new toy praisethelord bless nice white ipodniphon aplefan,0,0
8630,told you i was a vampir vampir   makeupartist mua art nyc sexi summer iphon instahub,0,0
8631,special ap for valentin     fashion rt girl poem valentineday iphon digit,0,0
8632,me and rila cute rilakuma doll picnic hyper ipad digit samsung android galaxi iphon si,0,0
8633,i wish my phone did not die within like digit hour of being off the charger iphon,0,0
8634,bad you play station network did the updat and still say system undergo mainten soni psn piss iamgonabuyanxbox,1,0
8635,new work place   music songmak song samsung work space yolo nice,0,1
8636,call from aki nando   digit screnshot call samsung soni android aki torr,0,0
8637,ok think the digit digit is about digit similar to basic ipad digit in price so i know which i would go for if i had dosh to spare,0,0
8638,iphon wordpr drupal garden cook softwar design mommi kid art knit wife organ not in that order,0,0
8639,stand up for our right to free speech soni is a bunch of pussi i would add a littl to northkorea in the credit theinterview,0,0
8640,did appl run out of nonaplic adject to their product or did they just not realiz discov is a verb stupidcompani,0,0
8641,spongebob squarep instagod iphon iphoneon folowm spongebob patrick lazi digit skid ye,0,0
8642,my new favorit headphon which are made specif for djing dj soni sonydj yes,0,0
8643,rt ozazio digit on oficialfm art art now today here tt femal nokia iphon,0,0
8644,psychedel fish art artwork digitalart fish goldfish photographi samsung colour line,0,0
8645,do not keep calm and go skateboard fuckyou i go skateboard alday fuck snow aple,0,0
8646,new stiker cover for my phone ilov it be happi phone note digit samsung cover cute,0,0
8647,iphon fulli charg at digit am this morn it is digit digit am   batteri is down to digit,0,0
8648,follow on instagram what is up surf fun capetown funni sexi me samsung,0,0
8649,fresh butterfli stemit butterfli new fresh natur color color wow cool like look photo photo photographi imag imag soni sonyphotographi sonyphoto sonyphoto sonylen len photof feed follow art artphotographi a,0,0
8650,love the newipad very impress ipad appl great excit appl,0,0
8651,i am not crazi i am just happi beautifulday like digit like folow digit folow iphon iphonephoto,0,0
8652,i love my so i do not know why rest in peac zune player trend,0,0
8653,enjoy my wekend fun friend selfi home camera summer samsung take great wather,0,0
8654,tri to book apt to get iphon batteri replac none for next week anywher in dc area guy told me they do digit digit  hr that is digit digit  day digit store in dc area that is digit digit  day digit digit digit  wek that mean digit in everi digit peopl in area is schedul liar,0,0
8655,iphon x in the snow of my garden   appl iphon dream iphonex garden iphon digit len luxuri garden photoftheday gag io photoftheday iphon digit iphon digit plus prety,0,0
8656,thank for a new handphon mom gift samsung core yeay instapict instashar instalike,0,1
8657,beauti shop aliusaexpr iphon io ap digit new edit lenovo ideacentr high perform fl,0,0
8658,organ farm dalandan and appl snack  for more high quality,0,0
8659,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow digit  ,0,0
8660,throwback tbt throwback throwbackthursday ili heart iloveyou iphon iphon digit,0,0
8661,my new toy samsung galaxi s digit mini samsung s digit mini white new,0,0
8662,you sauci tart me mother mothersday hooker home bad style igla iger iphon iphon digit,1,0
8663,happi birthday to me birthday too me think i am gona get en appl macbok today,0,1
8664,just pick up my new samsung galaxi tab i love get new technolog samsung,0,1
8665,wow my phone broke yet again worst part the screen did not even crack it just kind of pop out iphon,0,0
8666,sumon war sky arena android game news io appl iphon,0,0
8667,of cours my only phone charger decid to stop work when my phone is at digit iphon digit appl charger,0,0
8668,coldest night of digit last night digit see guest still happi what a night amaz northernlight bestfriend boyfriend iphon,0,0
8669,android and iphon ap make your life fun fill if you music with these bestap for music,0,0
8670,miss dufi on deck gay gurl werk longhair parti drunk bar iphon leather,0,0
8671,folowsunday folowback rt teamfolowback follow retwet iphon keep doing yes thing,0,0
8672,snow leopard mess up mac mini sound devic ton of peopl face same issu but no resolut from appl not about it,0,0
8673,cray instagod twegram me photoftheday instamod cute tbt iphon fotosencozumel,0,0
8674,learn fit secret   health and fit ipadgam verifydjzodel yesalwomen iphon rt folowback,0,0
8675,miss this jacuzi rooftop costacanaria bulhotel hotel view sea grancanaria canarieisland spain   memori latergram holiday misingit bless samsung,0,0
8676,my first selfi with my new phone selfi samsung galaxynot teamandroid summer blond,0,0
8677,found donut photo not mine enjoy thanksgiv treat cantwait thanksgiv canada banana appl,0,0
8678,io digit check lion updat check iphon digit s tomorrow check iphon digit s iphon digit ssydney appl,0,0
8679,not gona lie use my iphon for my remot to my tv is pretti awesom samsung smartv awesom,0,0
8680,may the divin bless of allah bring you hope faith and joy on eiduladha and forev eid ul adha eidmubarak eidaladha twitter market wednesdaymotiv brand madrasday pocof digit appl mi oneplus opo vivo samsung nokia lg soni,0,0
8681,my download video in phone is mysteri miss like after an hour or after a day or sometim right after i download it,0,0
8682,life to corea instagram summer instanmo look white samsung phone note digit spen,0,0
8683,digit pcs exquisit squishi random charm in iphon strap toy decor free shop style sale today,0,0
8684,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow femal digit  ,0,0
8685,folowsunday folowback rt teamfolowback follow retwet iphon keep doing yes thing,0,0
8686,my new washingmachin love to play tune samsung music,0,1
8687,first candi appl of the season candi appl cheryflavour good longwekend work,0,0
8688,just here relax and chilin whew   sm smrosal smile me simpleswag pmlp samsung s digit,0,0
8689,also could you text me bad stupid iphon broken again and lost all contact,1,0
8690,tgif visit our store and buy yourself someth nice you deserv it go now amazon ebay friday friend shopahol purs amazon tweet onlin discount girl kid shop ipad iphonex coupon,0,0
8691,i do not pay digit a month for appl to not let me imesag,0,0
8692,dear microsoft samsung isn t very with you tech techwar technolog smartphon,0,0
8693,kamen appl watch band trebam appl aplewatch instagod trebam nyc simpl,0,0
8694,get real tire of your io digit io digit appl whateven ipad makeup yourmind,0,0
8695,sit in my bed my servic goe from full servic to search to no servic and back again iphon,0,0
8696,a day worthi of two walk picoftheday photographi art creat iphon beautifulday breath,0,0
8697,coqu of the day pour iphon sur iphon coqueiphon coquetelephon laboutiquedubracelet coquedetelephon coquediphon iphonecas beauti girl smile   fashion bestoftheday style cool chant,0,0
8698,are you realyr w photoboth for iphon date colleg soror,0,0
8699,most balanc piec about patent suit so far | appl i love to hate and hate to love the whyihateapl,0,0
8700,the new kit has arriv time to play videoproduct soni camera,0,0
8701,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow s digit,0,0
8702,my mom did a good job spoil me today laugh bless love never louisvuiton samsung,0,0
8703,are you kid me it is ridicul i order my phone in sep appl iphoneproblem,0,0
8704,why the fuck would i want to watch a newspap appl,0,0
8705,darn you autocorect i give em  out e  m  not i give me out iphon,0,0
8706,just smile smile justsmil red samsung phone relax felinghapi day,0,0
8707,io digit digit digit has been defeat jailbroken  io iphon mini appl jailbreak cydia me hack,0,0
8708,my babi bought me a new tv hes a keeper digit spoil lucki grate samsung,0,1
8709,i am so to have eaten you it was a great time p appl cake with tire cream for breakfa,0,1
8710,did you text moi caus my phone is still have a period,0,0
8711,attempt to move itun to a new person comput this could end in tear,0,0
8712,despit the question i am kind of glad that the humanitarian trend is kick the bad of the new appl trend,1,0
8713,perphon in glamour in its xmas edit check it up perfum gadget for iphon,0,0
8714,cold case love cold case verlin iphon instagram selfi are rihana song ketapang,0,0
8715,new phone case new phone case galaxygio samsung uncolor blue awesom cute it,0,0
8716,all digit outlet appar i ask the same question hateitun,0,0
8717,thank you to your famili vahidbad samsung live laugh life instago instahub,0,0
8718,get closer beta is out to happi giver who are excit support one anoth as we get closer to launch ap appl,0,0
8719,new ap for iphon for the peopl who sail in itali apstor mobil sea yacht,0,0
8720,wallpap skunkwe note digit samsung droid android crop ganja pif ap newcas instagram,0,0
8721,i hate appl because my phone resart for no reason and now i have no music,0,0
8722,galaxi need to go ahead and have anoth updat so that my ap actual work this updat suck galaxi samsung updat,0,0
8723,magic digit android game news io appl iphon,0,0
8724,crosfit highlight new glitter aplewatch aplewatchstrap appl crosfitgirl watch iwatch,0,0
8725,dear soni do you consid the devic fit for purpos yes or no is the only accept answer soni,0,0
8726,i love how my phone not ring might have just screw me out of a better job iphon,0,0
8727,follow on instagram what is up surf fun capetown funni sexi me samsung,0,0
8728,chuf to bit with the soni breakfast show nomin for proper team effort congrat to too,0,0
8729,so my new earphon only work with iphon  s despit them say they would work with all mp digit  s pisedof,0,0
8730,my phone no longer charg in the charger it is now die digit to digit while i was asleep,0,0
8731,it is funni how i alway refus the digit digit updat yet appl still ask me daili to make the updat fuckyou nottoday wrong gtfo,0,0
8732,new phone samsung galaxi core plus pink newphon samsung galaxi coreplus pink,0,0
8733,anyon els have screen freez on the iphon x it s happen more frequent to me last night my phone was stuck on facetim for over an hour i had to keep use it so the batteri would die appl,0,0
8734,thank you aurelio and tess samsung live laugh life instamod instagod instadaily,0,0
8735,artwork logo   co   mojavedesertreb naturalfel instagram iphon copenhagen inspir music,0,0
8736,the kid in the appl commerci that ask what a comput is realli piss me off,0,0
8737,i can die now   thank samsung digit nyc   hankrizi digit nyc,0,2
8738,why does it do this shit it is piss me off now i can not synchron my phone motherfuck appl fixyourproblem,0,0
8739,all iphon up again it is crazi how much i have miss having this thing around iphon,0,0
8740,restaur week menu look nice   hour even better with the snow spike   apl cideryum,0,0
8741,so i can have an empti io digit iphon digit s or my pretti full of memori io digit appl you knew this would happen dick,0,0
8742,come on calum i am on your side on this one,0,0
8743,my team on june digit account team photobox sweet pictoftheday samsung kevin,0,0
8744,technolog and beer equal geek samsung digit ipa mettl eagl point resort,0,0
8745,io digit is too lagi smart of appl to screw our phone to think the digit s is go to rescu us appl,0,0
8746,kyli jener s lip confess i news photographi fashion health failur tech ipad iphon funni lol,0,0
8747,i could break my phone right now and not even care,0,0
8748,orpheus and eurydic a stori read the free ebok win android laptop ipad iphon mobil tablet,0,0
8749,digit in digit charger cabl ebay amazon etsi makeasongsingl bari benel europaleagu reddwarf digit gunreformnow david ospina gold town gamesinmovi chines new year mari lou mcdonald food cook idea technolog samsung iphonex,0,0
8750,you have no idea how piss i am right now i want to punch a hole in the dumb donkey comput it can restor my new phone,0,0
8751,thank siri notlov lol time talingtomyphon iphon we ahg sad ap funni moments,0,-1
8752,get your latest mobil phone accessori ad new product week southport lfcvwba efc liverpool mobil case datac busi onlineshop appl samsung,0,0
8753,thank you appl for make devic that run io digit see any devic run off a linux kernel as malici make life super easi,0,0
